,description,accession,organism,taxon_id,valid,ffn
5641,spike surface glycoprotein [Human coronavirus OC43],YP_009555241,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5642,spike protein [Human coronavirus OC43],AZP73840,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5643,spike surface glycoprotein [Human coronavirus OC43],AXX83381,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5644,spike surface glycoprotein [Human coronavirus OC43],AXX83375,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5645,spike surface glycoprotein [Human coronavirus OC43],AXX83369,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5646,spike surface glycoprotein [Human coronavirus OC43],AXX83363,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5647,spike surface glycoprotein [Human coronavirus OC43],AXX83357,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5648,spike surface glycoprotein [Human coronavirus OC43],AXX83351,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5649,spike surface glycoprotein [Human coronavirus OC43],AXX83345,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5650,spike surface glycoprotein [Human coronavirus OC43],AXX83339,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5651,spike surface glycoprotein [Human coronavirus OC43],AXX83333,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5652,spike surface glycoprotein [Human coronavirus OC43],AXX83327,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5653,spike surface glycoprotein [Human coronavirus OC43],AXX83321,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5654,spike surface glycoprotein [Human coronavirus OC43],AXX83315,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5655,spike surface glycoprotein [Human coronavirus OC43],AXX83309,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5656,spike surface glycoprotein [Human coronavirus OC43],AXX83303,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5657,spike surface glycoprotein [Human coronavirus OC43],AXX83297,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5658,spike protein [Human coronavirus OC43],AWW13575,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5659,spike protein [Human coronavirus OC43],AWW13566,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5660,spike protein [Human coronavirus OC43],AWW13559,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5661,spike protein [Human coronavirus OC43],AWW13551,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5662,spike protein [Human coronavirus OC43],AWW13543,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5663,spike protein [Human coronavirus OC43],AWW13535,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5664,spike protein [Human coronavirus OC43],AWW13527,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5665,spike glycoprotein [Human coronavirus OC43],AWW13519,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5666,spike glycoprotein [Human coronavirus OC43],AWW13511,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5667,spike protein [Human coronavirus OC43],BBA20982,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5668,spike protein [Human coronavirus OC43],BBA20979,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5669,spike protein [Human coronavirus OC43],BBA20976,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5670,spike protein [Human coronavirus OC43],BBA20973,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5671,spike protein [Human coronavirus OC43],AVQ05264,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5672,spike protein [Human coronavirus OC43],AVR40344,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5673,spike protein [Human coronavirus OC43],AVR40342,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5674,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84111,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5675,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84110,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5676,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84109,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5677,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84108,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5678,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84107,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5679,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84106,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5680,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84105,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5681,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84104,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5682,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84103,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5683,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84102,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5684,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84101,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5685,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84100,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5686,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84099,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5687,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84098,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5688,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84097,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5689,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84096,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5690,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84095,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5691,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84094,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5692,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84093,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5693,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84092,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5694,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84091,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5695,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84090,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5696,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84089,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5697,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84088,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5698,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84087,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5699,"spike glycoprotein, partial [Human coronavirus OC43]",BBA84086,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5700,spike protein [Human coronavirus OC43],ATP16767,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5701,spike protein [Human coronavirus OC43],ATP16757,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5702,spike protein [Human coronavirus OC43],ATN39872,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5703,spike protein [Human coronavirus OC43],ARE30017,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5704,spike protein [Human coronavirus OC43],ARE30008,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5705,spike protein [Human coronavirus OC43],ARE29999,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5706,spike protein [Human coronavirus OC43],ARE29990,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5707,"spike protein, partial [Human coronavirus OC43]",ARB66071,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5708,"spike protein, partial [Human coronavirus OC43]",ARB66070,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5709,"spike protein, partial [Human coronavirus OC43]",ARB66069,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5710,"spike protein, partial [Human coronavirus OC43]",ARB66068,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5711,"spike protein, partial [Human coronavirus OC43]",ARB66067,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5712,"spike protein, partial [Human coronavirus OC43]",ARB66066,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5713,"spike protein, partial [Human coronavirus OC43]",ARB66065,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5714,"spike protein, partial [Human coronavirus OC43]",ARB66064,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5715,"spike protein, partial [Human coronavirus OC43]",ARB66063,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5716,"spike protein, partial [Human coronavirus OC43]",ARB66062,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5717,"spike protein, partial [Human coronavirus OC43]",ARB66061,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5718,"spike protein, partial [Human coronavirus OC43]",ARB66060,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5719,spike surface glycoprotein [Human coronavirus OC43],ARB07433,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5720,spike surface glycoprotein [Human coronavirus OC43],ARB07420,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5721,spike surface glycoprotein [Human coronavirus OC43],ARB07414,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5722,spike glycoprotein [Human coronavirus OC43],AQN78776,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5723,spike glycoprotein [Human coronavirus OC43],AQN78768,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5724,spike glycoprotein [Human coronavirus OC43],AQN78760,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5725,spike glycoprotein [Human coronavirus OC43],AQN78752,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5726,spike glycoprotein [Human coronavirus OC43],AQN78744,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5727,spike glycoprotein [Human coronavirus OC43],AQN78736,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5728,spike glycoprotein [Human coronavirus OC43],AQN78728,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5729,spike glycoprotein [Human coronavirus OC43],AQN78720,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5730,spike glycoprotein [Human coronavirus OC43],AQN78712,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5731,spike glycoprotein [Human coronavirus OC43],AQN78704,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5732,spike glycoprotein [Human coronavirus OC43],AQN78696,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5733,spike glycoprotein [Human coronavirus OC43],AQN78688,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5734,spike glycoprotein [Human coronavirus OC43],AQN78680,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5735,spike glycoprotein [Human coronavirus OC43],AQN78672,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5736,spike glycoprotein [Human coronavirus OC43],AQN78664,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5737,spike glycoprotein [Human coronavirus OC43],AQN78656,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5738,spike glycoprotein [Human coronavirus OC43],AOL02453,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5739,"spike glycoprotein precursor, partial [Human coronavirus OC43]",ABD43183,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5740,"spike glycoprotein precursor, partial [Human coronavirus OC43]",ABD43182,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5741,"spike glycoprotein precursor, partial [Human coronavirus OC43]",ABD43181,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5742,"spike glycoprotein precursor, partial [Human coronavirus OC43]",ABD43180,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5743,"spike glycoprotein precursor, partial [Human coronavirus OC43]",ABD43179,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5744,"spike glycoprotein precursor, partial [Human coronavirus OC43]",ABD43178,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5745,"spike glycoprotein precursor, partial [Human coronavirus OC43]",ABD43177,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5746,"spike glycoprotein precursor, partial [Human coronavirus OC43]",ABD43176,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5747,"S protein, partial [Human coronavirus OC43]",ACV60214,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5748,"S protein, partial [Human coronavirus OC43]",ACV60213,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5749,"S protein, partial [Human coronavirus OC43]",ACV60212,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5750,"S protein, partial [Human coronavirus OC43]",ACV60211,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5751,"S protein, partial [Human coronavirus OC43]",ACV60210,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5752,"S protein, partial [Human coronavirus OC43]",ACV60209,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5753,"S protein, partial [Human coronavirus OC43]",ACV60208,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5754,"S protein, partial [Human coronavirus OC43]",ACV60207,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5755,"S protein, partial [Human coronavirus OC43]",ACV60206,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5756,"S protein, partial [Human coronavirus OC43]",ACV60205,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5757,"S protein, partial [Human coronavirus OC43]",ACV60204,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5758,"S protein, partial [Human coronavirus OC43]",ACV60203,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5759,"S protein, partial [Human coronavirus OC43]",ACV60202,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5760,"S protein, partial [Human coronavirus OC43]",ACV60201,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5761,"S protein, partial [Human coronavirus OC43]",ACV60200,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5762,"S protein, partial [Human coronavirus OC43]",ACV60199,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5763,"S protein, partial [Human coronavirus OC43]",ACV60198,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5764,"S protein, partial [Human coronavirus OC43]",ACV60197,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5765,"S protein, partial [Human coronavirus OC43]",ACV60196,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5766,"S protein, partial [Human coronavirus OC43]",ACV60195,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5767,"S protein, partial [Human coronavirus OC43]",ACV60194,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5768,"S protein, partial [Human coronavirus OC43]",ACV60193,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5769,"S protein, partial [Human coronavirus OC43]",ACV60192,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5770,"S protein, partial [Human coronavirus OC43]",ACV60191,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5771,"S protein, partial [Human coronavirus OC43]",ACV60190,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5772,"S protein, partial [Human coronavirus OC43]",ACV60189,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5773,"S protein, partial [Human coronavirus OC43]",ACV60188,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5774,"S protein, partial [Human coronavirus OC43]",ACV60187,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5775,"S protein, partial [Human coronavirus OC43]",ACV60186,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5776,"S protein, partial [Human coronavirus OC43]",ACV60185,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5777,"S protein, partial [Human coronavirus OC43]",ACV60184,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5778,"S protein, partial [Human coronavirus OC43]",ACV60183,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5779,"S protein, partial [Human coronavirus OC43]",ACV60182,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5780,"S protein, partial [Human coronavirus OC43]",ACV60181,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5781,"S protein, partial [Human coronavirus OC43]",ACV60180,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5782,"S protein, partial [Human coronavirus OC43]",ACV60179,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5783,"S protein, partial [Human coronavirus OC43]",ACV60178,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5784,"S protein, partial [Human coronavirus OC43]",ACV60177,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5785,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42488,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5786,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42487,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5787,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42486,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5788,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42485,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5789,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42484,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5790,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42483,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5791,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42482,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5792,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42481,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5793,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42480,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5794,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42479,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5795,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42478,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5796,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42477,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5797,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42476,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5798,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42475,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5799,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42474,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5800,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42473,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5801,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42472,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5802,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42471,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5803,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42470,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5804,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42469,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5805,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42468,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5806,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42467,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5807,"spike glycoprotein, partial [Human coronavirus OC43]",AMM42466,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5808,S protein [Human coronavirus OC43],AMK59677,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5809,"spike protein, partial [Human coronavirus OC43]",ALJ77697,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5810,"spike protein, partial [Human coronavirus OC43]",ALJ77696,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5811,"spike protein, partial [Human coronavirus OC43]",ALJ77695,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5812,"spike protein, partial [Human coronavirus OC43]",ALJ77694,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5813,"spike protein, partial [Human coronavirus OC43]",ALJ77693,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5814,spike surface glycoprotein [Human coronavirus OC43],AIV42011,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5815,spike surface glycoprotein [Human coronavirus OC43],AIV42005,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5816,spike surface glycoprotein [Human coronavirus OC43],AIV41999,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5817,spike surface glycoprotein [Human coronavirus OC43],AIV41993,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5818,spike surface glycoprotein [Human coronavirus OC43],AIV41987,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5819,spike surface glycoprotein [Human coronavirus OC43],AIV41981,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5820,spike surface glycoprotein [Human coronavirus OC43],AIV41975,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5821,spike surface glycoprotein [Human coronavirus OC43],AIV41969,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5822,spike surface glycoprotein [Human coronavirus OC43],AIV41963,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5823,spike surface glycoprotein [Human coronavirus OC43],AIV41957,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5824,spike surface glycoprotein [Human coronavirus OC43],AIV41951,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5825,spike surface glycoprotein [Human coronavirus OC43],AIV41945,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5826,spike surface glycoprotein [Human coronavirus OC43],AIV41939,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5827,spike surface glycoprotein [Human coronavirus OC43],AIV41933,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5828,spike surface glycoprotein [Human coronavirus OC43],AIV41927,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5829,spike surface glycoprotein [Human coronavirus OC43],AIV41921,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5830,spike surface glycoprotein [Human coronavirus OC43],AIV41915,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5831,spike surface glycoprotein [Human coronavirus OC43],AIV41909,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5832,spike surface glycoprotein [Human coronavirus OC43],AIV41903,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5833,spike surface glycoprotein [Human coronavirus OC43],AIV41891,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5834,spike surface glycoprotein [Human coronavirus OC43],AIV41885,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5835,spike surface glycoprotein [Human coronavirus OC43],AIV41879,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5836,spike surface glycoprotein [Human coronavirus OC43],AIV41873,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5837,spike surface glycoprotein [Human coronavirus OC43],AIV41867,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5838,spike surface glycoprotein [Human coronavirus OC43],AIV41855,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5839,spike surface glycoprotein [Human coronavirus OC43],AIV41849,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5840,spike surface glycoprotein [Human coronavirus OC43],AIV41843,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5841,spike surface glycoprotein [Human coronavirus OC43],AIV41831,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5842,spike surface glycoprotein [Human coronavirus OC43],AIV41825,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5843,spike surface glycoprotein [Human coronavirus OC43],AIV41819,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5844,spike surface glycoprotein [Human coronavirus OC43],AIV41813,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5845,spike surface glycoprotein [Human coronavirus OC43],AIV41801,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5846,spike surface glycoprotein [Human coronavirus OC43],AIV41795,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5847,spike surface glycoprotein [Human coronavirus OC43],AIV41783,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5848,spike surface glycoprotein [Human coronavirus OC43],AIV41777,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5849,spike protein [Human coronavirus OC43],AIL49549,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5850,spike protein [Human coronavirus OC43],AIL49520,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5851,spike protein [Human coronavirus OC43],AIL49509,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5852,spike protein [Human coronavirus OC43],AIL49495,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5853,"spike protein, partial [Human coronavirus OC43]",AKA09665,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5854,"spike protein, partial [Human coronavirus OC43]",AKA09664,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5855,"spike protein, partial [Human coronavirus OC43]",AKA09663,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5856,"spike protein, partial [Human coronavirus OC43]",AKA09662,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5857,"spike protein, partial [Human coronavirus OC43]",AKA09661,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5858,"spike protein, partial [Human coronavirus OC43]",AKA09660,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5859,"spike protein, partial [Human coronavirus OC43]",AKA09659,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5860,"spike protein, partial [Human coronavirus OC43]",AKA09658,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5861,"spike protein, partial [Human coronavirus OC43]",AKA09657,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5862,"spike protein, partial [Human coronavirus OC43]",AKA09656,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5863,"spike protein, partial [Human coronavirus OC43]",AKA09655,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5864,"spike protein, partial [Human coronavirus OC43]",AKA09654,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5865,"spike protein, partial [Human coronavirus OC43]",AKA09653,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5866,"spike protein, partial [Human coronavirus OC43]",AKA09652,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5867,"spike protein, partial [Human coronavirus OC43]",AKA09651,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5868,"spike protein, partial [Human coronavirus OC43]",AKA09650,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5869,"spike protein, partial [Human coronavirus OC43]",AKA09649,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5870,"spike protein, partial [Human coronavirus OC43]",AKA09648,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5871,"spike protein, partial [Human coronavirus OC43]",AKA09647,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5872,"spike protein, partial [Human coronavirus OC43]",AKA09646,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5873,"spike protein, partial [Human coronavirus OC43]",AKA09645,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
5874,"spike protein, partial [Human coronavirus OC43]",AKA09644,Human coronavirus OC43,31631,True,./genbank_files/31631.fna
